ModelIndex,ModelName,HyperGridIndex,HyperParams,TrainingTime (s),TestTime (s),Accuracy at 10%,Precision at 10%,Recall at 10%,F1 at 10%,Roc_Auc at 10%
0.0,Logistic Regression,28.0,"{'penalty': 'l2', 'C': 0.001, 'solver': 'liblinear'}",0.0189816951751709,0.0009653568267822266,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6695594361666511
0.0,Logistic Regression,29.0,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs'}",0.007946968078613281,0.0,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6698692062637412
0.0,Logistic Regression,30.0,"{'penalty': 'l2', 'C': 0.001, 'solver': 'newton-cg'}",0.036900997161865234,0.0,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6698683433943899
0.0,Logistic Regression,31.0,"{'penalty': 'l2', 'C': 0.001, 'solver': 'sag'}",0.05285811424255371,0.000997781753540039,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6698692062637411
0.0,Logistic Regression,32.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'liblinear'}",0.032912254333496094,0.0009975433349609377,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6697587589867843
0.0,Logistic Regression,33.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs'}",0.013962507247924805,0.0,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6697924108914821
0.0,Logistic Regression,34.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'newton-cg'}",0.0468745231628418,0.0,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6697863708060237
0.0,Logistic Regression,35.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'sag'}",0.22240424156188965,0.0,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.669788096544726
1.0,Decision Tree,37.0,"{'min_samples_split': 0.1, 'max_depth': 10}",0.02493572235107422,0.0009958744049072266,0.3540983606557377,0.9467213114754098,0.12876254180602004,0.2266928361138371,0.7236147495435421
1.0,Decision Tree,38.0,"{'min_samples_split': 0.1, 'max_depth': 15}",0.0249330997467041,0.0009975433349609377,0.3540983606557377,0.9467213114754098,0.12876254180602004,0.2266928361138371,0.7248391611529315
1.0,Decision Tree,39.0,"{'min_samples_split': 0.1, 'max_depth': 20}",0.0249326229095459,0.0,0.3540983606557377,0.9467213114754098,0.12876254180602004,0.2266928361138371,0.7248391611529315
2.0,Random Forest,6.0,"{'n_estimators': 100, 'max_depth': 10, 'max_features': 5}",0.18550372123718264,0.10372257232666016,0.3639344262295082,0.9959016393442623,0.1354515050167224,0.2384690873405299,0.7054703328259662
3.0,Bagging,127.0,"{'n_estimators': 1000, 'max_samples': 0.5, 'max_features': 10}",3.886641263961792,0.9434762001037598,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.7045177250622129
4.0,Naive Bayes,0.0,{},0.006981134414672852,0.001994609832763672,0.3598360655737705,0.9754098360655736,0.1326644370122631,0.2335623159960746,0.6761297548415599
5.0,KNN,32.0,"{'n_neighbors': 500, 'weights': 'uniform', 'metric': 'euclidean'}",0.05285835266113281,0.5295834541320801,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6871926027936258
5.0,KNN,35.0,"{'n_neighbors': 500, 'weights': 'uniform', 'metric': 'minkowski'}",0.051861047744750984,0.5086400508880615,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6871926027936258
5.0,KNN,40.0,"{'n_neighbors': 600, 'weights': 'uniform', 'metric': 'euclidean'}",0.05186128616333008,0.6213400363922119,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6870044972750586
5.0,KNN,43.0,"{'n_neighbors': 600, 'weights': 'uniform', 'metric': 'minkowski'}",0.051861047744750984,0.5794508457183838,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6870044972750586
5.0,KNN,48.0,"{'n_neighbors': 700, 'weights': 'uniform', 'metric': 'euclidean'}",0.050863981246948235,0.6412525177001953,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6867685025074982
5.0,KNN,51.0,"{'n_neighbors': 700, 'weights': 'uniform', 'metric': 'minkowski'}",0.05086374282836914,0.7081065177917479,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6867685025074982
6.0,Linear SVM,6.0,"{'penalty': 'l2', 'C': 0.001}",0.030918598175048828,0.0009963512420654297,0.36311475409836064,0.9918032786885246,0.13489409141583056,0.23748773307163884,0.6693652905626253
